step,graph_idx,status,energy,fmax,temperature,pressure_eV_A3,volume_A3,density_g_cm3
0.0,0.0,0.0,-2100181.0,0.9056512117385864,235.84303283691406,-0.004285655915737152,35528.2421875,1.1981431245803833
100.0,0.0,0.0,-2100110.25,3.787585496902466,140.40830993652344,-0.0035154633224010468,35528.2421875,1.1981428861618042
200.0,0.0,0.0,-2100110.5,3.903843879699707,176.5181884765625,-0.004063824191689491,35528.2421875,1.1981431245803833
300.0,0.0,0.0,-2100099.5,4.555603981018066,178.8839874267578,-0.0033305403776466846,35528.2421875,1.1981431245803833
400.0,0.0,0.0,-2100098.25,5.0873870849609375,191.73565673828125,-0.003198894439265132,35528.2421875,1.1981427669525146
500.0,0.0,0.0,-2100094.5,4.263968467712402,189.14224243164062,-0.0029470454901456833,35528.2421875,1.1981432437896729
600.0,0.0,0.0,-2100094.5,4.3687591552734375,192.8319549560547,-0.0027996960561722517,35528.2421875,1.1981428861618042
700.0,0.0,0.0,-2100092.5,4.089823246002197,194.9578399658203,-0.002612354699522257,35528.2421875,1.1981431245803833
800.0,0.0,0.0,-2100091.75,4.827184200286865,193.03445434570312,-0.003609652630984783,35528.2421875,1.1981430053710938
900.0,0.0,0.0,-2100092.5,4.453169345855713,198.09521484375,-0.0026254483964294195,35528.2421875,1.1981427669525146
1000.0,0.0,0.0,-2100092.75,4.739939212799072,199.64096069335938,-0.002708194777369499,35528.2421875,1.1981431245803833
1100.0,0.0,0.0,-2100091.0,4.286281585693359,201.14120483398438,-0.0014464706182479858,35528.2421875,1.1981428861618042
1200.0,0.0,0.0,-2100088.75,4.376124858856201,196.1367950439453,-0.0028521751519292593,35528.2421875,1.1981428861618042
1300.0,0.0,0.0,-2100091.5,4.437519073486328,202.18922424316406,-0.003423602320253849,35528.2421875,1.1981427669525146
1400.0,0.0,0.0,-2100091.0,6.045635223388672,194.34457397460938,-0.002669433131814003,35528.2421875,1.1981430053710938
1500.0,0.0,0.0,-2100093.0,4.387312412261963,199.35128784179688,-0.0024122088216245174,35528.2421875,1.1981428861618042
1600.0,0.0,0.0,-2100091.75,4.380678176879883,197.6128387451172,-0.002337507903575897,35528.2421875,1.1981430053710938
1700.0,0.0,0.0,-2100090.5,4.667122840881348,199.5283203125,-0.0032480061054229736,35528.2421875,1.1981431245803833
1800.0,0.0,0.0,-2100090.5,5.398736000061035,201.89939880371094,-0.0037673329934477806,35528.2421875,1.1981432437896729
1900.0,0.0,0.0,-2100092.5,4.501950263977051,207.32432556152344,-0.0035788952372968197,35528.2421875,1.1981428861618042
