step,graph_idx,status,energy,fmax,temperature,pressure_eV_A3,volume_A3,density_g_cm3
0.0,0.0,0.0,-4200091.5,5.702649116516113,201.46102905273438,0.006916956044733524,66846.0546875,1.2736339569091797
100.0,0.0,0.0,-4200092.5,4.63210391998291,201.61795043945312,0.005841288715600967,66899.8828125,1.2726093530654907
200.0,0.0,0.0,-4200093.5,5.130739688873291,200.07046508789062,0.005591438617557287,67056.9921875,1.269627571105957
300.0,0.0,0.0,-4200099.5,4.866516590118408,202.13072204589844,0.005317399278283119,67313.1875,1.2647953033447266
400.0,0.0,0.0,-4200105.0,4.528338432312012,203.67298889160156,0.004893256351351738,67656.578125,1.2583760023117065
500.0,0.0,0.0,-4200105.0,4.151381969451904,200.52857971191406,0.005221229046583176,68071.4453125,1.250706672668457
600.0,0.0,0.0,-4200108.5,4.562585830688477,201.49256896972656,0.003426852636039257,68534.8359375,1.2422502040863037
700.0,0.0,0.0,-4200111.5,4.2523722648620605,201.21400451660156,0.0034301509149372578,69016.5546875,1.2335795164108276
800.0,0.0,0.0,-4200109.0,4.816222190856934,196.41236877441406,0.0022436606232076883,69493.484375,1.2251137495040894
900.0,0.0,0.0,-4200114.5,5.255659103393555,200.5056915283203,0.0022453039418905973,69948.3984375,1.2171459197998047
1000.0,0.0,0.0,-4200114.0,4.657717704772949,198.3791046142578,0.002215832471847534,70374.4296875,1.2097777128219604
1100.0,0.0,0.0,-4200115.0,5.1608099937438965,198.87684631347656,0.0014257828006520867,70774.3359375,1.2029417753219604
1200.0,0.0,0.0,-4200111.5,4.320516109466553,196.18154907226562,0.0014640121953561902,71151.1328125,1.1965713500976562
1300.0,0.0,0.0,-4200112.5,4.150808811187744,199.38543701171875,0.0003780440893024206,71508.7421875,1.1905875205993652
1400.0,0.0,0.0,-4200111.5,4.627567291259766,200.30328369140625,0.0010666088201105595,71846.859375,1.1849844455718994
1500.0,0.0,0.0,-4200112.5,4.709177494049072,201.79542541503906,0.0007336499402299523,72167.703125,1.1797161102294922
1600.0,0.0,0.0,-4200111.0,4.4822821617126465,200.35678100585938,0.0008662659674882889,72471.015625,1.1747788190841675
1700.0,0.0,0.0,-4200111.5,5.519614219665527,200.71780395507812,0.0009706488344818354,72755.0,1.1701933145523071
1800.0,0.0,0.0,-4200112.5,4.95949649810791,202.06149291992188,-0.0003821608843281865,73018.84375,1.1659648418426514
1900.0,0.0,0.0,-4200111.0,4.436465263366699,200.9464111328125,1.870316918939352e-05,73260.1875,1.1621237993240356
2000.0,0.0,0.0,-4200111.0,4.442323684692383,200.75672912597656,-0.00035974697675555944,73479.5546875,1.1586543321609497
2100.0,0.0,0.0,-4200109.0,4.3370208740234375,199.32669067382812,0.0005695952568203211,73678.859375,1.1555202007293701
2200.0,0.0,0.0,-4200109.0,4.289487838745117,200.0009307861328,-0.00011128524783998728,73858.296875,1.1527129411697388
2300.0,0.0,0.0,-4200109.0,4.317563056945801,201.0618438720703,-0.00011846376582980156,74019.03125,1.150209665298462
2400.0,0.0,0.0,-4200108.0,4.953275203704834,201.6057586669922,-0.00036469066981226206,74161.75,1.147996187210083
2500.0,0.0,0.0,-4200109.0,4.978559970855713,202.53268432617188,-0.000836451887153089,74286.0859375,1.1460747718811035
2600.0,0.0,0.0,-4200108.0,4.518285751342773,200.27490234375,0.0001606006408110261,74392.109375,1.1444413661956787
2700.0,0.0,0.0,-4200109.5,4.703472137451172,199.1492919921875,-0.0009301785612478852,74481.09375,1.1430740356445312
2800.0,0.0,0.0,-4200110.5,4.632274150848389,198.0557403564453,-3.4026335924863815e-05,74552.1640625,1.1419843435287476
2900.0,0.0,0.0,-4200112.5,4.68687629699707,199.5161895751953,-0.000931980786845088,74606.515625,1.1411525011062622
3000.0,0.0,0.0,-4200113.0,4.6405205726623535,199.76361083984375,-0.0003902236931025982,74644.390625,1.1405733823776245
3100.0,0.0,0.0,-4200111.5,4.790250301361084,198.64791870117188,-0.0008388954447582364,74669.5390625,1.1401894092559814
3200.0,0.0,0.0,-4200112.5,4.42291784286499,200.8865509033203,-0.0004457872128114104,74683.765625,1.13997220993042
3300.0,0.0,0.0,-4200109.5,4.719942092895508,199.13943481445312,0.0002955064410343766,74688.2890625,1.1399030685424805
3400.0,0.0,0.0,-4200111.0,4.417077541351318,202.80307006835938,-0.00036035594530403614,74685.2109375,1.1399500370025635
3500.0,0.0,0.0,-4200107.0,5.122793197631836,199.68235778808594,-0.00011000933591276407,74674.75,1.140109658241272
3600.0,0.0,0.0,-4200108.0,4.397984504699707,200.6699676513672,-0.001420198823325336,74657.515625,1.1403729915618896
3700.0,0.0,0.0,-4200108.0,4.423628807067871,200.1874237060547,-0.0005258200690150261,74631.7265625,1.140766978263855
3800.0,0.0,0.0,-4200109.5,4.2742743492126465,200.76417541503906,-0.00039844284765422344,74596.9921875,1.1412980556488037
3900.0,0.0,0.0,-4200111.0,4.658145904541016,200.4945831298828,-0.00011299480684101582,74555.0546875,1.1419402360916138
4000.0,0.0,0.0,-4200112.0,4.783576488494873,199.9000244140625,-0.00038293912075459957,74506.78125,1.1426799297332764
4100.0,0.0,0.0,-4200111.5,4.834896564483643,198.49229431152344,-0.0007875571027398109,74452.390625,1.1435147523880005
4200.0,0.0,0.0,-4200115.0,4.521367073059082,201.1935272216797,-0.00019213184714317322,74391.5859375,1.1444493532180786
4300.0,0.0,0.0,-4200113.0,4.331826210021973,199.04617309570312,-0.0004133540205657482,74326.875,1.1454458236694336
4400.0,0.0,0.0,-4200113.5,5.132449626922607,200.0865020751953,0.00033365178387612104,74259.5234375,1.1464847326278687
4500.0,0.0,0.0,-4200115.5,4.506834506988525,202.54635620117188,-0.00047971250023692846,74191.15625,1.1475412845611572
4600.0,0.0,0.0,-4200114.0,4.35968542098999,201.31396484375,-0.0007946970872581005,74120.5859375,1.1486337184906006
4700.0,0.0,0.0,-4200115.0,4.683413505554199,202.3788299560547,-0.000659412587992847,74048.71875,1.1497485637664795
4800.0,0.0,0.0,-4200111.5,4.3218302726745605,198.2438507080078,-0.0004429711261764169,73976.8828125,1.150865077972412
4900.0,0.0,0.0,-4200113.5,4.328952312469482,200.45628356933594,0.0005380712682381272,73904.9921875,1.151984453201294
5000.0,0.0,0.0,-4200114.0,4.5448384284973145,200.1825408935547,0.00014880334492772818,73834.3125,1.1530872583389282
5100.0,0.0,0.0,-4200114.5,4.626357555389404,200.64495849609375,-0.0001585092395544052,73763.9609375,1.1541870832443237
5200.0,0.0,0.0,-4200113.5,4.1595234870910645,198.83306884765625,-0.0008719490142539144,73694.2265625,1.1552791595458984
5300.0,0.0,0.0,-4200114.0,4.943366527557373,198.29150390625,-0.0006021354347467422,73625.640625,1.1563555002212524
5400.0,0.0,0.0,-4200115.0,4.543417453765869,199.08056640625,0.000416111433878541,73558.1328125,1.1574167013168335
5500.0,0.0,0.0,-4200116.0,5.005101680755615,199.76011657714844,-6.823742296546698e-05,73492.734375,1.1584465503692627
5600.0,0.0,0.0,-4200118.5,4.655184268951416,202.07444763183594,0.00025790208019316196,73427.6015625,1.15947425365448
5700.0,0.0,0.0,-4200116.0,4.43553352355957,198.70542907714844,-0.0007473566802218556,73364.1484375,1.1604770421981812
5800.0,0.0,0.0,-4200120.0,4.510293006896973,202.9263153076172,3.018719144165516e-05,73302.703125,1.1614497900009155
5900.0,0.0,0.0,-4200117.0,4.500998497009277,199.75953674316406,-0.0001519236247986555,73243.0078125,1.1623963117599487
