step,graph_idx,status,energy,fmax,temperature,pressure_eV_A3,volume_A3,density_g_cm3
0.0,0.0,0.0,-2098760.0,6.953217506408691,494.4638671875,0.0021445977035909,56953.5625,0.7474144101142883
100.0,0.0,0.0,-2098635.5,8.035185813903809,368.9591369628906,0.0003979192115366,56953.5625,0.747414231300354
200.0,0.0,0.0,-2098629.75,6.326388835906982,438.04302978515625,-0.0008028249721974,56953.5625,0.747414231300354
300.0,0.0,0.0,-2098611.0,7.295191287994385,455.2988586425781,-8.782371878623962e-06,56953.5625,0.7474144101142883
400.0,0.0,0.0,-2098601.0,7.090055465698242,470.0587768554687,-0.0009392073843628,56953.5625,0.7474143505096436
500.0,0.0,0.0,-2098600.5,7.198356628417969,482.2479553222656,0.000318560283631,56953.5625,0.7474142909049988
600.0,0.0,0.0,-2098599.75,6.778334140777588,494.1471862792969,0.0009834845550358,56953.5625,0.7474143505096436
700.0,0.0,0.0,-2098600.75,6.4918341636657715,498.6574096679687,0.0008579703280702,56953.5625,0.7474143505096436
800.0,0.0,0.0,-2098594.5,7.717282295227051,491.6342468261719,-0.0002403566613793,56953.5625,0.7474141716957092
900.0,0.0,0.0,-2098593.75,7.275450229644775,491.568359375,0.0009098738664761,56953.5625,0.7474144101142883
1000.0,0.0,0.0,-2098596.75,7.006056308746338,500.1531372070313,0.0005778118502348,56953.5625,0.7474143505096436
1100.0,0.0,0.0,-2098589.0,7.162369251251221,500.5010070800781,0.0012812690110877,56953.5625,0.7474142909049988
1200.0,0.0,0.0,-2098583.25,7.1429572105407715,489.4612121582031,0.0011512289056554,56953.5625,0.7474143505096436
1300.0,0.0,0.0,-2098587.75,7.409265518188477,511.7021179199219,0.0012376841623336,56953.5625,0.7474142909049988
1400.0,0.0,0.0,-2098589.0,9.043331146240234,499.8284301757813,0.0008253114065155,56953.5625,0.7474144101142883
1500.0,0.0,0.0,-2098596.0,6.944889545440674,505.8344421386719,0.0001440884079784,56953.5625,0.7474143505096436
1600.0,0.0,0.0,-2098588.75,6.458935737609863,488.6949462890625,0.0009517280850559,56953.5625,0.7474143505096436
1700.0,0.0,0.0,-2098585.5,6.684351444244385,492.5899353027344,0.000877222395502,56953.5625,0.7474142909049988
